899243	1	1	2018-09-05 07:00:00.000	2018-09-05 07:15:00.000	2018-09-05 00:00:00.000	2100	15	15	0	88B920F4-4E2A-441C-9A14-D49ACC9D01A5	0	1	1285	0	0	0	0
899244	1	1	2018-09-05 07:15:00.000	2018-09-05 07:30:00.000	2018-09-05 00:00:00.000	2100	15	15	0	379EB916-CAF4-47D1-94F3-AC01787E91C3	0	1	1285	0	0	0	0
899245	1	1	2018-09-05 07:30:00.000	2018-09-05 07:45:00.000	2018-09-05 00:00:00.000	2100	15	15	0	32002AFD-A945-44F6-A516-1B49E899B3BE	0	1	1285	0	0	0	0
899246	1	1	2018-09-05 07:45:00.000	2018-09-05 08:00:00.000	2018-09-05 00:00:00.000	2100	15	15	0	D7FD3F6C-7C5A-44E3-8C46-A81C79D0EBF2	0	1	1285	0	0	0	0
899247	1	1	2018-09-05 08:00:00.000	2018-09-05 08:15:00.000	2018-09-05 00:00:00.000	2100	15	15	0	0BF9BEE0-42D1-429C-B556-67F3CB734DB1	0	1	1285	0	0	0	0
899248	1	1	2018-09-05 08:15:00.000	2018-09-05 08:30:00.000	2018-09-05 00:00:00.000	2100	15	15	0	2556EA37-DAB6-4661-97DC-78953FE56EDB	0	1	1285	0	0	0	0
899249	1	1	2018-09-05 08:30:00.000	2018-09-05 08:45:00.000	2018-09-05 00:00:00.000	2100	15	15	0	8E4A4CB5-8A42-4A5A-8D79-DACA6A766B24	0	1	1285	0	0	0	0
899250	1	1	2018-09-05 08:45:00.000	2018-09-05 09:00:00.000	2018-09-05 00:00:00.000	2100	15	15	0	3DBA8935-CE00-45A1-B0B4-EEB967C0491D	0	1	1285	0	0	0	0
899251	1	1	2018-09-05 09:00:00.000	2018-09-05 09:15:00.000	2018-09-05 00:00:00.000	2100	15	15	0	E706B9A9-1E4B-48E3-B61A-DEB180746D59	0	1	1285	0	0	0	0
899252	1	1	2018-09-05 09:15:00.000	2018-09-05 09:30:00.000	2018-09-05 00:00:00.000	2100	15	15	0	86A3CCEC-92CE-44FA-8780-4B3E79591D5B	0	1	1285	0	0	0	0
899253	1	1	2018-09-05 09:30:00.000	2018-09-05 09:45:00.000	2018-09-05 00:00:00.000	2100	15	15	0	9D9E32F0-7264-4A32-8622-14AE661324AE	0	1	1285	0	0	0	0
